omm_id,nombre,elev,lat_dec,lon_dec,fecha_desde,fecha_hasta,valor
83916,LAGOA VERMELHA,833.73,-28.22249999,-51.51277777,2024-03-21,2024-04-20,
83687,LAVRAS,916.19,-21.22613,-44.979666,2024-03-21,2024-04-20,89.5
83242,LENCOIS,438.09,-12.557854,-41.388808,2024-03-21,2024-04-20,115.1
82994,MACEIO,84.12,-9.55138888,-35.77083332,2024-03-21,2024-04-20,
83214,MATUPA,272.0,-10.19166666,-54.9461111,2024-03-21,2024-04-20,
83437,MONTES CLAROS,645.87,-16.686333,-43.843759,2024-03-21,2024-04-20,93.5
83184,MORRO DO CHAPEU,1001.66,-11.547494,-41.151165,2024-03-21,2024-04-20,75.3
83013,MUNIZ FREIRE,530.0,-20.46611111,-41.41222222,2024-03-21,2024-04-20,331.7
83319,NOVA XAV.(XAVANTINA),305.33,-14.697917,-52.350226,2024-03-21,2024-04-20,326.8
83364,PADRE RICARDO REMETTER,140.0,-15.776,-56.072,2024-03-21,2024-04-20,242.2
83033,PALMAS,291.68,-10.190897,-48.301822,2024-03-21,2024-04-20,256.3
82992,PALMEIRA DOS INDIOS,277.98,-9.42027777,-36.62027777,2024-03-21,2024-04-20,
82990,PAO DE ACUCAR,20.86,-9.74916666,-37.43083332,2024-03-21,2024-04-20,62.0
83737,PASSA QUATRO,919.55,-22.382805,-44.966902,2024-03-21,2024-04-20,
82882,PAULISTANA,376.0,-8.13222221,-41.14305555,2024-03-21,2024-04-20,
83393,PEDRA AZUL,647.97,-16.00956,-41.281027,2024-03-21,2024-04-20,
82863,PEDRO AFONSO,189.53,-8.9686111,-48.17722221,2024-03-21,2024-04-20,243.0
83228,PEIXE,252.24,-12.01527777,-48.54499999,2024-03-21,2024-04-20,185.8
83985,PELOTAS,12.01,-31.802527,-52.406868,2024-03-21,2024-04-20,
82983,PETROLINA,372.54,-9.3886111,-40.52333332,2024-03-21,2024-04-20,119.3
82996,PORTO DE PEDRAS,42.21,-9.162012,-35.299881,2024-03-21,2024-04-20,
83064,PORTO NACIONAL,243.28,-10.71083333,-48.40638888,2024-03-21,2024-04-20,200.3
83358,POXOREO,374.35,-15.82749999,-54.39555555,2024-03-21,2024-04-20,
83097,PROPRIA,18.46,-10.21376,-36.842198,2024-03-21,2024-04-20,140.0
83801,REALENGO,32.1,-22.87138888,-43.42499999,2024-03-21,2024-04-20,
82900,RECIFE (CURADO),11.3,-8.05916666,-34.95916666,2024-03-21,2024-04-20,
82979,REMANSO,397.39,-9.625699,-42.077217,2024-03-21,2024-04-20,
83738,RESENDE,439.89,-22.45111111,-44.44472221,2024-03-21,2024-04-20,64.1
82915,RIO BRANCO,160.71,-9.95916666,-67.86888888,2024-03-21,2024-04-20,
83441,SALINAS,476.07,-16.154862,-42.284921,2024-03-21,2024-04-20,28.4
83229,SALVADOR (ONDINA),47.35,-13.00583333,-38.50583333,2024-03-21,2024-04-20,639.4
83696,SANTA MARIA MADALENA,640.0,-21.96805554,-42.00305555,2024-03-21,2024-04-20,
83805,SANTO ANTONIO DE PADUA,91.9,-21.53722221,-42.16083333,2024-03-21,2024-04-20,103.2
82879,SAO JOAO DO PIAUI,237.02,-8.365,-42.25027777,2024-03-21,2024-04-20,
83550,SAO MATEUS,39.37,-18.71388888,-39.84888888,2024-03-21,2024-04-20,
83004,SAO PAULO (IAG),800.0,-23.65,-46.61999999,2024-03-21,2024-04-20,80.0
83363,SAO VICENTE,786.99,-15.82305554,-55.41888888,2024-03-21,2024-04-20,
83190,SERRINHA,362.39,-11.66805554,-39.00194444,2024-03-21,2024-04-20,
83851,SOROCABA,597.58,-23.47999999,-47.42666666,2024-03-21,2024-04-20,
83076,STa. R. DE CASSIA (IBIPETUBA),450.01,-11.002765,-44.52496,2024-03-21,2024-04-20,
83235,TAGUATINGA,604.88,-12.40222222,-46.43833333,2024-03-21,2024-04-20,191.3
82807,TARAUACA,172.27,-8.16027777,-70.7686111,2024-03-21,2024-04-20,166.4
83744,TERESOPOLIS,879.69,-22.41722221,-42.97249999,2024-03-21,2024-04-20,178.5
83428,UNAI,595.59,-16.366268,-46.889321,2024-03-21,2024-04-20,174.6
83648,VITORIA,18.06,-20.31583333,-40.31722221,2024-03-21,2024-04-20,171.3
83344,VITORIA DA CONQUISTA,879.47,-14.88638888,-40.80138888,2024-03-21,2024-04-20,54.0
83309,Diamantino,274.02,-14.40611111,-56.44694444,2024-03-21,2024-04-20,330.1
83332,Posse,830.35,-14.08907,-46.36653,2024-03-21,2024-04-20,246.0
83361,Cuiabá,157.7,-15.61999999,-56.10888888,2024-03-21,2024-04-20,145.4
83368,Aragarças,327.03,-15.9025,-52.24527777,2024-03-21,2024-04-20,
83376,Pirenópolis,766.92,-15.85472222,-48.96611111,2024-03-21,2024-04-20,323.3
83377,Brasília,1161.42,-15.78972221,-47.92583332,2024-03-21,2024-04-20,237.1
83379,Formosa,938.68,-15.54916666,-47.33888888,2024-03-21,2024-04-20,181.29999999999998
83464,Jataí,669.84,-17.9236111,-51.71749999,2024-03-21,2024-04-20,533.2
83470,Rio Verde,780.04,-17.78527777,-50.96472222,2024-03-21,2024-04-20,491.7
83479,Paracatu,711.41,-17.24416666,-46.88166666,2024-03-21,2024-04-20,
83488,Itamarandiba,919.37,-17.859776,-42.852647,2024-03-21,2024-04-20,
83498,Caravelas,6.05,-17.73944444,-39.25861111,2024-03-21,2024-04-20,85.0
83522,Ipameri,778.14,-17.724527,-48.171916,2024-03-21,2024-04-20,177.0
83526,Catalão,857.98,-18.17027777,-47.95805555,2024-03-21,2024-04-20,247.5
83565,Paranaíba,429.62,-19.66361111,-51.19138888,2024-03-21,2024-04-20,160.8
83579,Araxá,1018.28,-19.60555555,-46.94972221,2024-03-21,2024-04-20,204.3
83587,Belo Horizonte,915.47,-19.934382,-43.952292,2024-03-21,2024-04-20,188.3
83589,Conceição do Mato Dentro,663.02,-19.020355,-43.433948,2024-03-21,2024-04-20,
83630,Franca,1003.55,-20.584314,-47.382427,2024-03-21,2024-04-20,162.3
83639,Caparaó,836.25,-20.526119,-41.90913,2024-03-21,2024-04-20,
83669,São Simão,620.02,-21.461019,-47.579512,2024-03-21,2024-04-20,
83676,Catanduva,570.34,-21.122377,-48.947513,2024-03-21,2024-04-20,
83683,Machado,892.44,-21.681466,-45.940819,2024-03-21,2024-04-20,
83692,Juiz de Fora,936.9,-21.76999999,-43.36444444,2024-03-21,2024-04-20,62.5
83736,São Lourenço,930.65,-22.126273,-45.043327,2024-03-21,2024-04-20,104.2
83766,Londrina,566.46,-23.32555554,-51.14166666,2024-03-21,2024-04-20,
83767,Maringá,542.0,-23.4,-51.91666666,2024-03-21,2024-04-20,132.0
83781,"São Paulo (Mir, de Santana)",785.16,-23.49638888,-46.61999999,2024-03-21,2024-04-20,83.60000000000001
83813,Castro,994.68,-24.78694444,-49.99916666,2024-03-21,2024-04-20,
83836,Irati,881.69,-25.502846,-50.637609,2024-03-21,2024-04-20,151.1
83844,Paranaguá,4.5,-25.5361111,-48.52833332,2024-03-21,2024-04-20,
83907,São Luiz Gonzaga,245.49,-28.41722221,-54.9625,2024-03-21,2024-04-20,
83912,Cruz Alta,475.52,-28.6261111,-53.61388888,2024-03-21,2024-04-20,
83914,Passo Fundo,684.05,-28.2286111,-52.41194444,2024-03-21,2024-04-20,191.7
83919,Bom Jesus,1048.59,-28.66944443,-50.44194444,2024-03-21,2024-04-20,
83936,Santa Maria,103.1,-29.724796,-53.720465,2024-03-21,2024-04-20,236.4
83942,Caxias do Sul,750.16,-29.1961111,-51.18638888,2024-03-21,2024-04-20,129.1
83948,Torres,8.47,-29.35027777,-49.73333333,2024-03-21,2024-04-20,
83964,Encruzilhada do Sul,428.52,-30.54305555,-52.52472221,2024-03-21,2024-04-20,
83967,Porto Alegre,41.18,-30.05361111,-51.17472221,2024-03-21,2024-04-20,76.1
